Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
YDL185C-A,,,
YGL142C,GPI10,,852735
YIL094C,LYS12,LYS10,854714
YIL094C,LYS12,LYS11,854714
tK(UUU)P,,,
YHL030W,ECM29,,856355
YDR545C-A,,,
YML027W,YOX1,,854981
YJR016C,ILV3,,853473
YNR004W,SWM2,,855738
YGL143C,MRF1,,852734
YNL049C,SFB2,ISS1,855678
ZOD1,ZOD1,,
YCR077C,PAT1,MRT1,850440
YLR383W,SMC6,RHC18,851099
YPR146C,,,
YGR222W,PET54,,853137
tM(CAU)D,EMT1,,
YDL247W,MPH2,,851350
YOR086C,TCB1,,854253
YGL045W,RIM8,ART9,852837
YGL045W,RIM8,PAL3,852837
YGL045W,RIM8,YGL046W,852837
YPR087W,VPS69,,
YBL001C,ECM15,,852285
YGL253W,HXK2,HEX1,852639
YGL253W,HXK2,HKB,852639
YGL253W,HXK2,SCI2,852639
YIL103W,DPH1,,854703
YKR061W,KTR2,,853935
YKL096W,CWP1,YJU1,853766
YDR406W,PDR15,,852015
YAL047W-A,,,
YNR019W,ARE2,SAT1,855753
YOR242C,SSP2,,854416
YJR099W,YUH1,,853562
YGR257C,MTM1,,853173
YDR273W,DON1,,851866
YKR050W,TRK2,RPD2,853924
tD(GUC)M,,,
YDR269C,,,
tS(UGA)E,SUP19,,
YER008C,SEC3,PSL1,856726
YNL031C,HHT2,BUR5,855700
YNL031C,HHT2,SIN2,855700
YNL031C,HHT2,BUR5,852295
YNL031C,HHT2,SIN2,852295
tW(CCA)P,,,
YDR453C,TSA2,,852064
YPL154C,PEP4,PHO9,855949
YPL154C,PEP4,PRA1,855949
YPL154C,PEP4,yscA,855949
YJL208C,NUC1,,853222
YDR383C,NKP1,,851991
YOR155C,ISN1,,854326
YFL028C,CAF16,,850516
YGL131C,SNT2,,852746
YJL048C,UBX6,CUI2,853399
YBR110W,ALG1,,852407
YJL197W,UBP12,,853242
YMR162C,DNF3,,855197
YLR035C,MLH2,,850722
YER114C,BOI2,BEB1,856850
YDR375C,BCS1,,851981
YMR158W,MRPS8,,855190
YOL019W-A,,,1466477
YMR210W,MGL2,,855250
YER034W,,,856756
YOL030W,GAS5,,854127
YBL111C,,,852161
YGR064W,,,
YJR074W,MOG1,,853537
tV(CAC)H,,,
YEL008W,,,
YMR316C-A,,,855365
YNL019C,,,855712
YNL214W,PEX17,PAS9,855507
YGR263C,SAY1,,853179
YGL049C,TIF4632,,852833
YLR044C,PDC1,,850733
YER014W,HEM14,,856733
YOR323C,PRO2,,854501
YDL161W,ENT1,,851392
YPL136W,,,
YIL155C,GUT2,,854651
YMR241W,YHM2,,855282
YDL051W,LHP1,LAH1,851509
YDL051W,LHP1,YLA1,851509
YER143W,DDI1,VSM1,856886
YBL036C,,,852244
YCR009C,RVS161,END6,850367
YCR009C,RVS161,FUS7,850367
YCR009C,RVS161,SPE161,850367
YMR205C,PFK2,,855245
YMR235C,RNA1,,855275
YIL152W,,,854654
YFL052W,,,850492
YDR084C,TVP23,,851657
YDL056W,MBP1,,851503
YHR051W,COX6,,856448
YPR094W,RDS3,,856209
YHR130C,,,
YLR293C,GSP1,CNR1,851000
YLR293C,GSP1,CST17,851000
YGR296C-B,,,4594642
tR(UCU)B,,,
YLR399W-A,,,
YHR149C,SKG6,,856554
YLR192C,HCR1,,850889
YOL017W,ESC8,,854143
YJL127C-B,YJL127C-B,YJL127C-A,1466466
YLR300W,EXG1,BGL1,851007
YBL094C,,,
tD(GUC)J4,,,
YHR127W,YHR127W,,856528
YMR047C,NUP116,NSP116,855066
YNL006W,LST8,,855726
YER053C-A,,,856780
YHR194W,MDM31,,856601
YOR233W,KIN4,KIN3,854408
YOR233W,KIN4,KIN31,854408
YPR074C,TKL1,,856188
YAL016C-A,,,
YNR030W,ALG12,ECM39,855764
YDR344C,,,
YDR320C,SWA2,AUX1,851918
YDR320C,SWA2,BUD24,851918
YLR098C,CHA4,SIL2,850787
YLR098C,CHA4,SIL3,850787
YPL056C,LCL1,,856051
YLR448W,RPL6B,,851169
YLR381W,CTF3,CHL3,851097
YGL202W,ARO8,,852672
YDR221W,GTB1,,851807
YMR259C,TRM732,,855301
YMR175W-A,,,1466501
YHR213W-A,,,1466532
tI(AAU)D,,,
YNL038W,GPI15,,855690
YMR281W,GPI12,,855324
YCR098C,GIT1,,850462
YDL032W,,,
YGL258W-A,,,852633
YNL090W,RHO2,,855634
YOL037C,,,
YER028C,MIG3,,856750
YKL170W,MRPL38,,853684
YKR046C,PET10,,853920
YIL046W-A,,,1466492
YBR033W,EDS1,,852321
YLR280C,,,
YMR261C,TPS3,,855303
YHR032C-A,,,
YNL151C,RPC31,ACP2,855571
YNL151C,RPC31,RPC8,855571
YHR203C,RPS4B,,856610
YHR203C,RPS4B,,853610
YBL073W,,,
YDR456W,NHX1,NHA2,852066
YDR456W,NHX1,VPL27,852066
YDR456W,NHX1,VPS44,852066
YDL036C,PUS9,,851525
YER048C,CAJ1,,856772
YKL210W,UBA1,,853670
tL(CAA)D,,,
YDL217C,TIM22,,851309
YBR096W,,,852393
YGR133W,PEX4,PAS2,853034
YGR133W,PEX4,UBC10,853034
YER044C,ERG28,BUD18,856767
snR63,SNR63,,
YNL254C,RTC4,,855467
YPL189C-A,COA2,,1466518
snR44,SNR44,,
YCR047W-A,,,
YGR109C,CLB6,,853003
YDR334W,SWR1,,851934
YHR168W,MTG2,,856573
YLR367W,RPS22B,,851082
YOR083W,WHI5,,854249
YBL053W,,,
YOL010W,RCL1,,854152
YJL020W-A,,,
YKR002W,PAP1,,853871
YPR082C,DIB1,SNU16,856197
YGR037C,ACB1,,852925
YHR167W,THP2,,856572
YAL064W,,,851235
YEL039C,CYC7,,856672
YDL049C,KNH1,,851511
YAR071W,PHO11,,851299
YPR133C,SPN1,IWS1,856251
YGL077C,HNM1,CTR1,852803
YNR008W,LRO1,,855742
YOR118W,RTC5,,854285
YKL015W,PUT3,,853854
YGR111W,,,853008
YPL047W,SGF11,,856060
YBR030W,RKM3,,852318
YJL078C,PRY3,,853367
YDL164C,CDC9,MMS8,851391
YIL002C,INP51,SJL1,854815
YNR038W,DBP6,,855774
YLR309C,IMH1,SYS3,851018
YHR050W,SMF2,,856447
YBL076C,ILS1,,852202
YMR026C,PEX12,PAS11,855041
YLR299W,ECM38,CIS2,851006
YLR224W,UCC1,,850921
YGR016W,,,852899
YIR030W-A,,,
YLR029C,RPL15A,RPL10A,850716
YER053C,PIC2,,856779
YGR245C,SDA1,,853160
YOR128C,ADE2,,854295
YIL047C-A,,,
YDR384C,ATO3,,851992
YDR149C,,,
YML010W,SPT5,,854999
YOL125W,TRM13,,853995
YOL004W,SIN3,CPE1,854158
YOL004W,SIN3,GAM2,854158
YOL004W,SIN3,RPD1,854158
YOL004W,SIN3,SDI1,854158
YOL004W,SIN3,SDS16,854158
YOL004W,SIN3,UME4,854158
YJL165C,HAL5,,853274
snR87,SNR87,,
YLR373C,VID22,,851088
YDR093W,DNF2,,851667
YDR071C,PAA1,,851643
YBR256C,RIB5,,852559
YMR150C,IMP1,,855182
YHR112C,,,856512
YNR003W-A,,,
YPL077C,,,856028
YOR177C,MPC54,,854349
YPR016W-A,,,
YIL156W,UBP7,,854650
tQ(UUG)E1,,,
YOR166C,SWT1,,854337
YDL143W,CCT4,ANC2,851412
YDL143W,CCT4,TCP4,851412
YOR006C,TSR3,,854167
YOR324C,FRT1,HPH1,854503
YKL009W,MRT4,,853860
YIR012W,SQT1,,854829
YGR287C,IMA1,,853204
YLR092W,SUL2,,850781
YNL307C,MCK1,CMS1,855409
YNL307C,MCK1,YPK1,855409
YNL131W,TOM22,MAS17,855592
YNL131W,TOM22,MAS22,855592
YNL131W,TOM22,MOM22,855592
YLL018C-A,COX19,,850642
YDR032C,PST2,,851596
YKL108W,SLD2,DRC1,853752
YPL272C,PBI1,,855856
YMR067C,UBX4,CUI1,855089
YMR179W,SPT21,,855217
YNL265C,IST1,,855456
YOL024W,,,854134
tR(UCU)D,,,
YOR033C,EXO1,DHS1,854198
RDN25-2,RDN25-2,,
YOL033W,MSE1,,854124
YMR126C,DLT1,,855156
YOL070C,NBA1,,854084
YOR116C,RPO31,RPC1,854283
YOR116C,RPO31,RPC160,854283
YPR050C,,,
YGL244W,RTF1,CSL3,852607
YGL057C,GEP7,,852823
YBR162W-A,YSY6,,852460
YNL175C,NOP13,,855547
YNL042W,BOP3,,855686
YIL112W,HOS4,,854694
YDR063W,AIM7,GMF1,851635
YOL067C,RTG1,,854087
YOR145C,PNO1,DIM2,854317
YOR145C,PNO1,RRP20,854317
YKR097W,PCK1,JPM2,853972
YKR097W,PCK1,PPC1,853972
YBL077W,,,
YDL166C,FAP7,,851388
YLR066W,SPC3,,850755
YGL187C,COX4,,852688
YBR156C,SLI15,,852453
YBL012C,,,
YOR304C-A,BIL1,,854481
YPR108W-A,,,1466522
RDN58-1,RDN58-1,,
YOR192C,THI72,,854364
YML032C,RAD52,,854976
YNL022C,RCM1,,855709
YEL034C-A,,,
YJR117W,STE24,AFC1,853581
YJR117W,STE24,PIO2,853581
YBL008W-A,,,1466442
YBR297W,MAL33,,852600
YLR146W-A,,,3799977
YER155C,BEM2,IPL2,856899
YER155C,BEM2,SUP9,856899
YER155C,BEM2,TSL1,856899
YIL025C,,,
YML018C,,,854990
YHR027C,RPN1,HRD2,856422
YHR027C,RPN1,NAS1,856422
YDR004W,RAD57,,851567
YNL056W,OCA2,,855668
snR4,SNR4,,
YGR180C,RNR4,CRT3,853091
YGR180C,RNR4,PSO3,853091
YML081W,TDA9,,854894
YGR116W,SPT6,CRE2,853011
YGR116W,SPT6,SSN20,853011
YDR151C,CTH1,,851729
YDR037W,KRS1,GCD5,851607
YLR175W,CBF5,,850872
YER050C,RSM18,,856776
YGL181W,GTS1,FHT1,852694
YGL181W,GTS1,LSR1,852694
YMR003W,AIM34,,855015
YDL175C,AIR2,,851379
YHR214C-E,,,1466535
YER031C,YPT31,YPT8,856753
YAR033W,MST28,,851284
YGR202C,PCT1,BSR2,853116
YGR202C,PCT1,CCT1,853116
YPR070W,MED1,,856183
YKL071W,,,853792
YOL109W,ZEO1,,854040
YJR057W,CDC8,,853520
YMR221C,FMP42,,855261
YPL176C,TRE1,,855927
YDR286C,,,851880
YJR160C,MPH3,,853625
YER037W,PHM8,,856759
YKL075C,,,853787
YOR078W,BUD21,UTP16,854245
YOR078W,BUD21,YOR29-29,854245
YGL127C,SOH1,MED31,852750
YGR203W,YCH1,,853117
YMR257C,PET111,,855299
YPL220W,RPL1A,SSM1,855881
YPL220W,RPL1A,SSM2,855881
YPL220W,RPL1A,SSM1,852742
YPL220W,RPL1A,SSM2,852742
YOR134W,BAG7,,854302
YAR069C,,,1466534
YAR019W-A,,,
YKL206C,ADD66,PBA2,853629
YKL206C,ADD66,POC2,853629
tD(GUC)K,,,
YDR172W,SUP35,GST1,851752
YDR172W,SUP35,PNM2,851752
YDR172W,SUP35,SAL3,851752
YDR172W,SUP35,SUF12,851752
YDR172W,SUP35,SUP2,851752
YDR172W,SUP35,SUP36,851752
YNL011C,,,855721
YOR131C,,,854299
YGL150C,INO80,,852728
YEL049W,PAU2,,856662
YLR402W,,,
YML068W,ITT1,,854934
YKL195W,MIA40,FMP15,853639
YKL195W,MIA40,TIM40,853639
YNL329C,PEX6,PAS8,855387
YKL130C,SHE2,,853728
YNL074C,MLF3,YMK1,855650
YLR158C,ASP3-3,ASP3,850857
YLR158C,ASP3-3,ASP3,850857
YLR158C,ASP3-3,ASP3,850857
YLR158C,ASP3-3,ASP3,850857
YLR158C,ASP3-3,ASP3,850855
YLR158C,ASP3-3,ASP3,850855
YLR158C,ASP3-3,ASP3,850855
YLR158C,ASP3-3,ASP3,850855
YLR158C,ASP3-3,ASP3,850852
YLR158C,ASP3-3,ASP3,850852
YLR158C,ASP3-3,ASP3,850852
YLR158C,ASP3-3,ASP3,850852
YLR158C,ASP3-3,ASP3,850850
YLR158C,ASP3-3,ASP3,850850
YLR158C,ASP3-3,ASP3,850850
YLR158C,ASP3-3,ASP3,850850
tQ(UUG)E2,,,
YLL051C,FRE6,,850675
YBR189W,RPS9B,RPS13A,852487
YBR189W,RPS9B,SUP46,852487
YEL006W,YEA6,NDT2,856712
YKL064W,MNR2,,853801
YBL096C,,,
YJL134W,LCB3,LBP1,853307
YJL134W,LCB3,YSR2,853307
YOR368W,RAD17,,854550
YCR073W-A,SOL2,YCRX13W,850437
YOL111C,MDY2,GET5,854038
YOL111C,MDY2,TMA24,854038
YDL174C,DLD1,,851380
YER100W,UBC6,DOA2,856837
YJL219W,HXT9,,853236
YJL081C,ARP4,ACT3,853364
YOR168W,GLN4,,854339
YOR226C,ISU2,NUA2,854401
YPL065W,VPS28,VPL13,856040
YPL065W,VPS28,VPT28,856040
YJL054W,TIM54,,853392
YPL074W,YTA6,,856031
YAR070C,,,
YDR080W,VPS41,CVT8,851653
YDR080W,VPS41,FET2,851653
YDR080W,VPS41,SVL2,851653
YDR080W,VPS41,VAM2,851653
YDR080W,VPS41,VPL20,851653
YCR039C,MATALPHA2,ALPHA2,850406
YCR039C,MATALPHA2,ALPHA2,850406
YCR039C,MATALPHA2,ALPHA2,850292
YCR039C,MATALPHA2,ALPHA2,850292
YER181C,,,
YNL093W,YPT53,,855631
YJR137C,MET5,ECM17,853602
YDR503C,LPP1,,852114
YLR314C,CDC3,,851024
YDR069C,DOA4,DOS1,851641
YDR069C,DOA4,MUT4,851641
YDR069C,DOA4,NPI2,851641
YDR069C,DOA4,SSV7,851641
YDR069C,DOA4,UBP4,851641
YBR011C,IPP1,PPA1,852296
YIL175W,,,
YMR117C,SPC24,,855144
YGR134W,CAF130,,853035
YLR438C-A,LSM3,SMX4,851159
YLR438C-A,LSM3,USS2,851159
YLR209C,PNP1,,850906
YLR019W,PSR2,,850706
YNR047W,FPK1,,855783
YOL162W,,,854002
YER015W,FAA2,FAM1,856734
YDR047W,HEM12,HEM6,851617
YFR008W,FAR7,,850559
YGR095C,RRP46,,852987
tK(CUU)J,,,
YKR026C,GCN3,AAS2,853896
YER129W,SAK1,PAK1,856866
YDR215C,,,
YGR214W,RPS0A,NAB1,853128
YGR214W,RPS0A,NAB1A,853128
YGR214W,RPS0A,YST1,853128
YKL076C,PSY1,,
YMR060C,SAM37,MAS37,855082
YMR060C,SAM37,PET3027,855082
YMR060C,SAM37,TOM37,855082
YDR267C,CIA1,,851860
YDR142C,PEX7,PAS7,851720
YDR142C,PEX7,PEB1,851720
YLR123C,,,
YPL032C,SVL3,,856075
YNL183C,NPR1,,855538
YKL188C,PXA2,PAT1,853647
YPL167C,REV3,PSO1,855936
YLR353W,BUD8,,851067
Q0032,Q0032,,
YCL032W,STE50,,850325
YDL212W,SHR3,APF1,851314
YLR361C,DCR2,,851075
YBL041W,PRE7,PRS3,852239
YMR144W,FDO1,,855175
YGR269W,,,
YKL196C,YKT6,,853638
YLL033W,IRC19,RRG4,850626
YBL081W,,,852197
YOR334W,MRS2,,854511
YNL057W,,,
tN(GUU)P,,,
YPR185W,ATG13,APG13,856315
YJL038C,LOH1,OSW4,853413
YGR176W,,,
YMR068W,AVO2,,855090
YNL238W,KEX2,QDS1,855483
YNL238W,KEX2,SRB1,855483
YNL238W,KEX2,VMA45,855483
YER172C-A,,,
YDR249C,,,851836
YFL002C,SPB4,,850549
YPR160C-A,,,
YLR389C,STE23,,851105
YJR056C,,,853518
YJL072C,PSF2,CDC102,853373
YOR241W,MET7,MET23,854415
tP(UGG)O2,SUF11,,
YGL263W,COS12,,852628
YJR152W,DAL5,UREP1,853617
YLR438W,CAR2,,851158
YLR290C,COQ11,,850997
YOR245C,DGA1,,854419
YPL038W,MET31,,856069
YIL100W,,,
YLR270W,DCS1,,850974
YOL009C,MDM12,,854153
YLR194C,NCW2,,850891
snR42,SNR42,,
YOR153W,PDR5,LEM1,854324
YOR153W,PDR5,STS1,854324
YOR153W,PDR5,YDR1,854324
YGR057C,LST7,,852948
YOR358W,HAP5,,854540
YPR145W,ASN1,,856268
YBR089C-A,NHP6B,YBR090C-A,852386
YPL165C,SET6,,855938
YDL209C,CWC2,NTC40,851318
YGL074C,,,
YFL055W,AGP3,,850489
YBR103C-A,,,
YBR296C,PHO89,ITN1,852599
tR(UCU)E,,,
YHR214W,,,856621
YHR214W,,,851295
YNL154C,YCK2,,855568
YDR044W,HEM13,,851614
YNL267W,PIK1,PIK120,855454
YNL267W,PIK1,PIK41,855454
YHR188C,GPI16,,856595
tK(UUU)D,,,
YLR006C,SSK1,,850692
YJL142C,IRC9,,
YPL193W,RSA1,,855908
YGR007W,ECT1,MUQ1,852890
YDR311W,TFB1,,851906
YJL192C,SOP4,,853247
YKR105C,VBA5,,853980
YGR241C,YAP1802,,853157
YPL003W,ULA1,ENR2,856104
YDL159C-B,YDL159C-B,,
YOR335W-A,,,
tP(UGG)N2,,,
YEL072W,RMD6,,856637
YOR170W,,,
YLR223C,IFH1,,850920
YDR222W,,,851808
YJR001W,AVT1,,853457
YLR195C,NMT1,CDC72,850892
YCR049C,,,
YKL109W,HAP4,,853751
YEL075C,,,856634
YER048W-A,ISD11,,856774
YHL023C,NPR3,RMD11,856362
YLL016W,SDC25,,
YHR099W,TRA1,,856499
YJR110W,YMR1,,853574
YFL034C-B,MOB2,YFL035C,850508
YFL034C-B,MOB2,YFL035C-A,850508
YML097C,VPS9,VPL31,854876
YML097C,VPS9,VPT9,854876
YOR267C,HRK1,,854441
YPL178W,CBC2,CBP20,855925
YPL178W,CBC2,MUD13,855925
YPL178W,CBC2,SAE1,855925
YER051W,JHD1,,856777
YDR510C-A,,,
YJL190C,RPS22A,RPS24,853249
YDR401W,,,
YCR076C,FUB1,,850439
YER171W,RAD3,REM1,856918
YFR023W,PES4,,850579
YLL067W-A,,,850476
YDR207C,UME6,CAR80,851788
YDR207C,UME6,NIM2,851788
YDR207C,UME6,RIM16,851788
YDL005C,MED2,,851559
YPL013C,MRPS16,,856094
YDR295C,HDA2,PLO2,851889
YAL054C,ACS1,FUN44,851245
YLR398C,SKI2,,851114
YOR081C,TGL5,STC2,854248
YPR012W,,,
YDR543C,,,
YNL014W,HEF3,ZRG7,855718
YLR418C,CDC73,,851136
YMR182C,RGM1,,855220
YOL145C,CTR9,CDP1,854020
YPR042C,PUF2,,856155
YDL208W,NHP2,,851319
YER078C,ICP55,,856811
YGR127W,,,853028
YOL156W,HXT11,LGT3,854009
YMR295C,,,855341
YAL067C,SEO1,,851230
tY(GUA)Q,,,
YGL219C,MDM34,MMM2,852654
YBL040C,ERD2,,852240
YKR071C,DRE2,,853945
YOR322C,LDB19,ART1,854500
YER169W,RPH1,,856916
YMR181C,,,855219
YML080W,DUS1,,854895
YLR010C,TEN1,,850696
YMR194C-B,CMC4,,1466503
YLR307W,CDA1,,851016
YGL061C,DUO1,,852819
YOL044W,PEX15,PAS21,854113
YGR083C,GCD2,GCD12,852974
YMR140W,SIP5,,855171
NME1,NME1,,
YHR196W,UTP9,,856603
YPL103C,FMP30,,856001
YBR165W,UBS1,,852463
YMR058W,FET3,,855080
YOR054C,VHS3,YOR29-05,854220
YPR028W,YOP1,YIP2,856140
YLR356W,ATG33,,851070
YBL026W,LSM2,SMX5,852255
YBL026W,LSM2,SNP3,852255
YPR039W,,,
YDR135C,YCF1,,851713
YFR001W,LOC1,,850551
YGL038C,OCH1,LDB12,852845
YGL038C,OCH1,NGD29,852845
YCL057C-A,,,850300
YOL031C,SIL1,SLS1,854126
YMR076C,PDS5,,855099
YPR089W,YPR089W,YPR090W,856204
YLR431C,ATG23,CVT23,851151
YOR034C-A,,,1466482
YAL059W,ECM1,,851240
YLR109W,AHP1,,850799
YOR306C,MCH5,,854483
YPL075W,GCR1,LPF10,856030
YJL182C,,,
YIR026C,YVH1,,854844
YKL168C,KKQ8,,853686
YOR261C,RPN8,,854435
YFL023W,BUD27,URI1,850521
YMR239C,RNT1,,855280
YDL114W,,,851444
YGL047W,ALG13,,852835
tG(GCC)M,,,
tI(UAU)L,,,
YFL020C,PAU5,,850524
YMR242C,RPL20A,,
YGR244C,LSC2,,853159
YMR306C-A,,,
YLR364W,GRX8,,851079
YEL003W,GIM4,PFD2,856715
YLR106C,MDN1,REA1,850796
YMR193C-A,,,
YCR053W,THR4,,850420
YGR289C,MAL11,AGT1,853207
YLR083C,EMP70,TMN1,850772
YCL008C,STP22,VPL15,850349
YCL008C,STP22,VPS23,850349
YEL077W-A,,,
YLR274W,MCM5,BOB1,850980
YLR274W,MCM5,CDC46,850980
YLR413W,INA1,,851131
YPR196W,,,856326
YGL089C,MF(ALPHA)2,,852791
YLR412C-A,,,1466424
YMR114C,,,855141
YJL099W,CHS6,CSD3,853346
tY(GUA)F2,SUP6,,
YMR009W,ADI1,,855021
YEL017C-A,PMP2,,856697
YNL078W,NIS1,JIP1,855646
YBR082C,UBC4,,852376
YLR340W,RPP0,RPL10E,851052
YGL180W,ATG1,APG1,852695
YGL180W,ATG1,AUT3,852695
YGL180W,ATG1,CVT10,852695
Q0115,BI3,,854605
YCR072C,RSA4,,850435
YMR088C,VBA1,,855113
YBR280C,SAF1,,852583
YBR061C,TRM7,,852353
YLR055C,SPT8,,850744
YKL102C,,,
YLR254C,NDL1,,850956
YJL090C,DPB11,,853355
YDR247W,VHS1,,851834
YBL016W,FUS3,DAC2,852265
YIR025W,MND2,,854843
YNL209W,SSB2,YG103,855512
YMR253C,,,855295
YHR177W,YHR177W,,856582
YCR057C,PWP2,UTP1,850422
YCR057C,PWP2,YCR055C,850422
YCR057C,PWP2,YCR058C,850422
YMR103C,,,
YAL005C,SSA1,YG100,851259
YER133W,GLC7,CID1,856870
YER133W,GLC7,DIS2,856870
YOR293W,RPS10A,,854468
YLL017W,YLL017W,,
YKR090W,PXL1,,853965
YIR042C,,,854860
YPR077C,,,
Q0297,Q0297,,
YCL044C,MGR1,,850313
YBR175W,SWD3,CPS30,852472
YBR175W,SWD3,SAF35,852472
YGR146C,ECL1,,853049
YER152W-A,,,
YMR254C,,,
YJL055W,,,853391
YGL149W,,,
YLR121C,YPS3,YPS4,850812
YJL085W,EXO70,,853359
YBR029C,CDS1,CDG1,852317
YGL242C,,,852609
YCL033C,MXR2,,850324
YNL253W,TEX1,,855468
YOR062C,YOR062C,YOR29-13,854228
YOR339C,UBC11,,854517
YNL173C,MDG1,,855548
YDL197C,ASF2,,851330
YBL057C,PTH2,,852223
YER060W,FCY21,,856788
YKR036C,CAF4,,853908
YKL202W,,,
YCL030C,HIS4,,850327
YDR229W,IVY1,,851815
YCL068C,,,850291
YPL024W,RMI1,NCE4,856083
YER186C,,,856935
YBR298C-A,,,1466452
YJR109C,CPA2,,853573
YBR192W,RIM2,PYT1,852491
YMR303C,ADH2,ADR2,855349
YIL075C,RPN2,SEN3,854735
YGR106C,VOA1,,852998
YCL035C,GRX1,,850322
tA(AGC)L,,,
YGR004W,PEX31,,852887
YKR084C,HBS1,,853959
YGR209C,TRX2,LMA1,853123
YDR095C,,,
YHR174W,ENO2,,856579
YCR008W,SAT4,HAL4,850366
YKL216W,URA1,,853664
YPR008W,HAA1,,856117
tQ(UUG)B,,,
YJL167W,ERG20,BOT3,853272
YJL167W,ERG20,FDS1,853272
YJL167W,ERG20,FPP1,853272
YER188W,,,
YPR071W,,,856184
YNL066W,SUN4,SCW3,855659
YMR316W,DIA1,,855364
YOR067C,ALG8,YOR29-18,854233
YGR052W,FMP48,,852943
YEL045C,,,
YLL042C,ATG10,APG10,850684
YOR312C,RPL20B,,
YGR158C,MTR3,,853062
YGR003W,CUL3,,852886
tM(CAU)J3,IMT3,,
YJL127C,SPT10,CRE1,853315
YJL127C,SPT10,SUD1,853315
YOR094W,ARF3,ARL2,854261
YPL182C,,,
YBR302C,COS2,,852605
YBR302C,COS2,,854907
YML017W,PSP2,MRS15,854991
YLR157W-D,YLR157W-D,YLR157W-A,1466412
YHR199C-A,NBL1,,2746858
YNL321W,VNX1,,855395
tC(GCA)P2,,,
YPR062W,FCY1,,856175
YJR004C,SAG1,AG(ALPHA)1,853460
YLR211C,ATG38,,850908
YKR055W,RHO4,,853929
YBR254C,TRS20,,852556
YOL135C,MED7,,853985
YOL105C,WSC3,,854046
YHR034C,PIH1,NOP17,856429
YDR027C,VPS54,CGP1,851591
YDR027C,VPS54,LUV1,851591
YDR027C,VPS54,TCS3,851591
YOR329W-A,,,
YPL277C,,,855852
YGR219W,,,
YGL247W,BRR6,,852645
YDL106C,PHO2,BAS2,851452
YDL106C,PHO2,GRF10,851452
YBR204C,LDH1,,852503
YHR179W,OYE2,,856584
YER022W,SRB4,MED17,856743
YDR404C,RPB7,,852013
YMR104C,YPK2,YKR2,855130
YBR220C,,,852521
YJL036W,SNX4,ATG24,853416
YJL036W,SNX4,CVT13,853416
YER148W-A,,,
YOR197W,MCA1,YCA1,854372
YGR170W,PSD2,,853080
YDR256C,CTA1,,851843
YMR309C,NIP1,,855357
YFL067W,,,850477
YML133W-A,,,
YOL104C,NDJ1,TAM1,854047
YDR518W,EUG1,,852130
YBR222C,PCS60,FAT2,852523
YKL219W,COS9,,853661
YLR400W,,,
YJL150W,,,
YLR105C,SEN2,,850795
tS(CGA)C,SUP61,,
YLR142W,PUT1,,850833
YNR054C,ESF2,ABT1,855790
YDR055W,PST1,HPF2,851625
YOR262W,GPN2,,854436
YCR091W,KIN82,FPK2,850453
YBR290W,BSD2,,852593
YER157W,COG3,GRD20,856901
YER157W,COG3,SEC34,856901
YBR162C,TOS1,,852459
YLR376C,PSY3,,851091
YFR031C-A,RPL2A,RPL5B,850590
YFR031C-A,RPL2A,LOT2,850590
YFR031C-A,RPL2A,RPL5A,850590
YFR031C-A,RPL2A,RPL5B,854794
YFR031C-A,RPL2A,LOT2,854794
YFR031C-A,RPL2A,RPL5A,854794
YLR318W,EST2,,851028
YDL087C,LUC7,EPE1,851471
YDL087C,LUC7,EXM2,851471
YGR246C,BRF1,PCF4,853161
YGR246C,BRF1,TDS4,853161
YDR177W,UBC1,,851757
YAL068W-A,,,
YMR155W,,,855187
YFL010C,WWM1,,850538
YBR167C,POP7,RPP2,852465
YMR313C,TGL3,,855361
YPR125W,YLH47,MRS7,856243
YPR131C,NAT3,NAA20,856249
YHR014W,SPO13,,856405
YJL168C,SET2,EZL1,853271
YDL014W,NOP1,LOT3,851548
YOR167C,RPS28A,RPS33A,854338
YDR289C,RTT103,,851884
YNR072W,HXT17,,855809
YNR076W,PAU6,,850662
YNR076W,PAU6,,855813
YIL068W-A,,,
YDL159W,STE7,,851396
YKL020C,SPT23,,853848
YLR239C,LIP2,,850940
YBL033C,RIB1,,852247
YER014C-A,BUD25,,856735
YDR532C,KRE28,,852145
YOL015W,IRC10,,854145
YJR036C,HUL4,,853494
YBR228W,SLX1,,852529
YNR031C,SSK2,,855765
YHR171W,ATG7,APG11,856576
YHR171W,ATG7,APG7,856576
YHR171W,ATG7,CVT2,856576
YGL183C,MND1,,852692
YEL076C-A,,,856632
YEL076C-A,,,851185
YMR028W,TAP42,,855043
YDR137W,RGP1,,851714
YBR263W,SHM1,SHMT1,852565
YBR263W,SHM1,TMP3,852565
tF(GAA)H1,,,
YJL162C,JJJ2,,853277
YEL038W,UTR4,,856673
YDL153C,SAS10,UTP3,851403
YJR106W,ECM27,,853570
YKL178C,STE3,DAF2,853677
YBR250W,SPO23,,852552
YPL221W,FLC1,,855880
YKL067W,YNK1,NDK1,853798
YGR160W,,,
Q0130,OLI1,ATP9,854584
Q0130,OLI1,OLI3,854584
Q0130,OLI1,ATP9,24573116
Q0130,OLI1,OLI3,24573116
YHR121W,LSM12,,856521
YKL097C,,,
YPR073C,LTP1,,856187
YDR393W,SHE9,MDM33,852002
YCR108C,,,1466400
